OBJECTID,BIKEFACID,BIKETYPE,BIKE_NAME,STREETNAME,IMPLEMENT,PILOT_PERM,ONE_SIDE,DIRECTION,INSTYR,PROT_TYPE,TRIPLE_A,ADDDATE,MODDATE,SDATE,SOURCE,SACC,Shape__Length
446,BIKEFAC3501,Suggested Bike Route on Local Road,,Pryor St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,322.3661231
447,BIKEFAC3390,Paved Shoulders,,Larry Uteck Blvd,Full Implementation,Permanent,Not Applicable, ,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1834.858094
448,BIKEFAC3391,Painted Bike Lane,Main Street Painted Bike Lanes,Main St,,, ,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,815.0118326
449,BIKEFAC3392,Painted Bike Lane,South Park Painted Bike Lanes,South Park Street,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,355.8268435
450,BIKEFAC3393,Paved Shoulders,,Hammonds Plains Rd,Full Implementation,Permanent,Not Applicable,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1897.129865
451,BIKEFAC3394,Paved Shoulders,Prospect Rd Paved Shoulders,Prospect Rd,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,4400.90584
452,BIKEFAC3395,Paved Shoulders,,,Full Implementation,Permanent,Not Applicable,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,392.8531582
453,BIKEFAC3396,Suggested Bike Route on Main Road,,,,, ,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,215.6644948
454,BIKEFAC3397,Paved Shoulders,,Cole Harbour Rd,Full Implementation,Permanent,Not Applicable,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3538.268402
455,BIKEFAC3398,Paved Shoulders,,Hammonds Plains Rd,Full Implementation,Permanent,Not Applicable,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,7377.181914
456,BIKEFAC3399,Paved Shoulders,,Hammonds Plains Rd,Full Implementation,Permanent,Not Applicable,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,8136.054875
457,BIKEFAC3400,Suggested Bike Route on Main Road,,Rocky Lake Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,579.0747585
458,BIKEFAC3401,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Vernon St,Partial Implementation,Permanent,Not Applicable,Bidirectional,,None,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,228.6214102
459,BIKEFAC3402,Suggested Bike Route on Local Road,,Quingate Pl,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,171.037187
460,BIKEFAC3403,Suggested Bike Route on Local Road,,Quingate Pl,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,155.4573583
461,BIKEFAC3404,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Vernon St,Partial Implementation,Permanent,Not Applicable,Bidirectional,,None,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,958.4265395
462,BIKEFAC3405,Suggested Bike Route on Local Road,,Creighton St,,,,Unidirectional Southbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,367.3277424
463,BIKEFAC3406,Suggested Bike Route on Local Road,,Maynard St,,,,Unidirectional Northbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,320.0216084
464,BIKEFAC3407,Suggested Bike Route on Local Road,,Charles St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,560.8676883
465,BIKEFAC3408,Suggested Bike Route on Local Road,,Charles St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,141.9575907
466,BIKEFAC3409,Suggested Bike Route on Local Road,,Maynard St,,,,Unidirectional Northbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,225.7094855
467,BIKEFAC3410,Suggested Bike Route on Local Road,,Maynard St,,,,Unidirectional Northbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,873.7992173
468,BIKEFAC3411,Suggested Bike Route on Local Road,,Charles St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,175.3534784
469,BIKEFAC3412,Suggested Bike Route on Local Road,,Charles St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,106.4384426
470,BIKEFAC3413,Suggested Bike Route on Local Road,,Charles St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,130.8413664
471,BIKEFAC3414,Suggested Bike Route on Local Road,,Creighton St,,,,Unidirectional Southbound,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,882.1586418
472,BIKEFAC3415,Suggested Bike Route on Main Road,,Brunswick St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1120.450119
473,BIKEFAC3416,Suggested Bike Route on Local Road,,Locks Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,787.0821739
474,BIKEFAC3417,Suggested Bike Route on Local Road,,True North Cres,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,279.6303927
475,BIKEFAC3418,Suggested Bike Route on Local Road,,Leaman Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,977.1903746
476,BIKEFAC3419,Suggested Bike Route on Local Road,,Catherine St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,307.8476738
477,BIKEFAC3420,Suggested Bike Route on Local Road,,Pinecrest Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1386.178745
478,BIKEFAC3421,Suggested Bike Route on Local Road,,Brule St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,202.8217701
479,BIKEFAC3422,Suggested Bike Route on Local Road,,Catherine St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,275.8071237
480,BIKEFAC3423,Suggested Bike Route on Local Road,,Farrell St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,308.5189638
481,BIKEFAC3424,Suggested Bike Route on Local Road,,Alfred St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,164.4614823
482,BIKEFAC3425,Suggested Bike Route on Local Road,,Chapman St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,474.1339624
483,BIKEFAC3426,Suggested Bike Route on Local Road,,Birchwood Terr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,600.6110768
484,BIKEFAC3427,Suggested Bike Route on Local Road,,Pinehill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,604.7880586
485,BIKEFAC3428,Suggested Bike Route on Local Road,,Lorraine St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,193.3394377
486,BIKEFAC3429,Suggested Bike Route on Local Road,,Forest Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,466.6313342
487,BIKEFAC3430,Suggested Bike Route on Local Road,,Lawnsdale Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,107.4393991
488,BIKEFAC3431,Suggested Bike Route on Local Road,,Louise Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,109.6360554
489,BIKEFAC3432,Suggested Bike Route on Local Road,,Clearview Cres,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,412.4755207
490,BIKEFAC3433,Suggested Bike Route on Local Road,,Lyngby Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,110.8630918
491,BIKEFAC3434,Suggested Bike Route on Local Road,,Thistle St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,120.7616433
492,BIKEFAC3435,Suggested Bike Route on Local Road,,Crichton Park Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,39.69351066
493,BIKEFAC3436,Suggested Bike Route on Local Road,,Crichton Park Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,61.93628307
494,BIKEFAC3437,Suggested Bike Route on Local Road,,Crichton Park Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,50.37346781
495,BIKEFAC3438,Suggested Bike Route on Local Road,,Thistle St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,809.6787342
496,BIKEFAC3439,Suggested Bike Route on Main Road,,Thistle St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,167.847312
497,BIKEFAC3440,Suggested Bike Route on Local Road,,Slayter St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1451.214751
498,BIKEFAC3441,Suggested Bike Route on Local Road,,Slayter St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,430.8947155
499,BIKEFAC3442,Suggested Bike Route on Local Road,,Ropewalk Ln,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,171.4846607
500,BIKEFAC3443,Suggested Bike Route on Local Road,,School St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,186.7674585
501,BIKEFAC3444,Suggested Bike Route on Local Road,,Cairn St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,237.1019232
502,BIKEFAC3445,Suggested Bike Route on Local Road,,Jamieson St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,270.3246386
503,BIKEFAC3446,Suggested Bike Route on Local Road,,Lyle St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,383.1338738
504,BIKEFAC3447,Suggested Bike Route on Local Road,,Faulkner St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,151.9679161
505,BIKEFAC3448,Suggested Bike Route on Local Road,,Dickson St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,114.3404193
506,BIKEFAC3449,Suggested Bike Route on Local Road,,Shore Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,901.0224305
507,BIKEFAC3450,Suggested Bike Route on Local Road,,Lyle St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,167.8656254
508,BIKEFAC3451,Suggested Bike Route on Local Road,,Sophia Cres,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,163.8557346
509,BIKEFAC3452,Suggested Bike Route on Local Road,,Auburn Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,127.3413025
510,BIKEFAC3453,Suggested Bike Route on Local Road,,John Stewart Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,114.1255911
511,BIKEFAC3454,Multi-use Pathway,Old Lawrencetown Road Trail,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,294.7239424
512,BIKEFAC3455,Suggested Bike Route on Local Road,,Dahlia St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,372.6749617
513,BIKEFAC3456,Suggested Bike Route on Local Road,,Dahlia St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,363.0464888
514,BIKEFAC3457,Suggested Bike Route on Local Road,,Brookview Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,591.9046258
515,BIKEFAC3458,Suggested Bike Route on Local Road,,Patrick Ln,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,311.6524787
516,BIKEFAC3459,Suggested Bike Route on Main Road,,John Stewart Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,362.9353782
517,BIKEFAC3460,Suggested Bike Route on Local Road,,Arklow Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,168.3132156
518,BIKEFAC3461,Suggested Bike Route on Local Road,,Perron Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,137.5778513
519,BIKEFAC3462,Suggested Bike Route on Local Road,,Chaswood Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,448.239573
520,BIKEFAC3463,Suggested Bike Route on Local Road,,Delta Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,689.5342221
521,BIKEFAC3464,Suggested Bike Route on Local Road,,Delta Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,185.8806538
522,BIKEFAC3465,Suggested Bike Route on Local Road,,Delta Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,160.5725188
523,BIKEFAC3466,Suggested Bike Route on Local Road,,Shore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1493.281161
524,BIKEFAC3467,,,,,,,,,,,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,44.16619892
525,BIKEFAC3468,Suggested Bike Route on Local Road,,Shore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,192.3406894
526,BIKEFAC3469,Suggested Bike Route on Local Road,,Wardour St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,698.1807645
527,BIKEFAC3470,Suggested Bike Route on Local Road,,Shore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,511.7062794
528,BIKEFAC3471,Suggested Bike Route on Local Road,,Union St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1353.196579
529,BIKEFAC3472,Suggested Bike Route on Main Road,,Thomas Raddall Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,917.8200736
530,BIKEFAC3473,Suggested Bike Route on Local Road,,Westridge Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,448.4817338
531,BIKEFAC3474,Suggested Bike Route on Main Road,,Thomas Raddall Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,302.0164627
532,BIKEFAC3475,Suggested Bike Route on Main Road,,Thomas Raddall Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,122.1023081
533,BIKEFAC3552,Suggested Bike Route on Main Road,,Millwood Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3805.171173
534,BIKEFAC3553,Suggested Bike Route on Main Road,,Larry Uteck Blvd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2246.27437
535,BIKEFAC3554,Suggested Bike Route on Main Road,,Beaver Bank Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,875.3162457
536,BIKEFAC3555,Suggested Bike Route on Main Road,,Beaver Bank Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1254.119281
537,BIKEFAC3556,Suggested Bike Route on Main Road,,Old Sackville Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,594.5713873
538,BIKEFAC3557,Suggested Bike Route on Main Road,,Lucasville Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,508.2444006
539,BIKEFAC3558,Suggested Bike Route on Main Road,,Melham Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,358.5491004
540,BIKEFAC3559,Suggested Bike Route on Main Road,,Sackville Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,249.6133725
541,BIKEFAC3560,Suggested Bike Route on Main Road,,Sackville Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,267.4402539
542,BIKEFAC3561,Suggested Bike Route on Main Road,,Cobequid Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1325.848758
543,BIKEFAC3562,Suggested Bike Route on Main Road,,Old Sackville Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,6943.982707
544,BIKEFAC3563,Suggested Bike Route on Main Road,,Old Sackville Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,735.5142571
545,BIKEFAC3564,Suggested Bike Route on Main Road,,Pinehill Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1038.932129
546,BIKEFAC3565,Suggested Bike Route on Main Road,,Hammonds Plains Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,777.9719665
547,BIKEFAC3566,Suggested Bike Route on Main Road,,Glendale Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2994.781406
548,BIKEFAC3567,Suggested Bike Route on Main Road,,Windsor Junction Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2252.9556
549,BIKEFAC3568,Suggested Bike Route on Main Road,,Beaver Bank Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,20039.25053
550,BIKEFAC3569,Suggested Bike Route on Main Road,,Fall River Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3600.522352
551,BIKEFAC3570,,,,,,,,,,,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,90.36218517
552,BIKEFAC3571,Suggested Bike Route on Main Road,,Fall River Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,411.9908369
553,BIKEFAC3502,Suggested Bike Route on Local Road,,Jubilee Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,628.1662441
554,BIKEFAC3503,Suggested Bike Route on Local Road,,Woodlawn Ter,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,199.5705107
555,BIKEFAC3504,Suggested Bike Route on Local Road,,Norwood St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,431.5669942
556,BIKEFAC3505,Suggested Bike Route on Local Road,,Point Pleasant Dr,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,435.9118602
557,BIKEFAC3506,Suggested Bike Route on Local Road,,Parkwood Pl,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,76.06926399
558,BIKEFAC3507,Suggested Bike Route on Local Road,,Parkwood Pl,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,194.3325908
559,BIKEFAC3508,Suggested Bike Route on Local Road,,Point Pleasant Dr,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,316.1000762
560,BIKEFAC3509,Suggested Bike Route on Local Road,,Point Pleasant Dr,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,701.8618772
561,BIKEFAC3510,Suggested Bike Route on Local Road,,Robie St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1173.847282
562,BIKEFAC3511,Suggested Bike Route on Local Road,,Inglis St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,706.9843726
563,BIKEFAC3512,Suggested Bike Route on Local Road,,Young Ave,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1270.468591
564,BIKEFAC3513,Suggested Bike Route on Local Road,,Young Ave,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1098.991922
565,BIKEFAC3514,Suggested Bike Route on Local Road,,Conrose Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,145.469374
566,BIKEFAC3515,Suggested Bike Route on Local Road,,Beech St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,224.8042679
567,BIKEFAC3516,Suggested Bike Route on Local Road,,Geldert St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,101.7525579
568,BIKEFAC3517,Suggested Bike Route on Local Road,,Seymour St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,335.8430223
569,BIKEFAC3518,Suggested Bike Route on Local Road,,Seymour St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,254.6168752
570,BIKEFAC3519,Suggested Bike Route on Local Road,,Elm St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,348.823809
571,BIKEFAC3520,Suggested Bike Route on Local Road,,Oak St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,239.9577149
572,BIKEFAC3521,Suggested Bike Route on Local Road,,Oak St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,114.0152852
573,BIKEFAC3522,Suggested Bike Route on Local Road,,Shirley St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,533.6198905
574,BIKEFAC3523,Suggested Bike Route on Local Road,,Norwood St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,536.8595751
575,BIKEFAC3524,Suggested Bike Route on Local Road,,Preston St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,69.39189914
576,BIKEFAC3525,Suggested Bike Route on Local Road,,Beech St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,313.3615422
577,BIKEFAC3526,Suggested Bike Route on Local Road,,Beech St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,665.1731302
578,BIKEFAC3527,Suggested Bike Route on Local Road,,Allan St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,810.5003664
579,BIKEFAC3528,Suggested Bike Route on Local Road,,Harvard St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,315.8460824
580,BIKEFAC3529,Suggested Bike Route on Local Road,,Willow St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,148.5989028
581,BIKEFAC3530,Suggested Bike Route on Local Road,,Harvard St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,376.7303704
